incident_year,season_dir,incident,incident_base,ir_folder,file_name,file_url,local_path,event_timestamp_local
2015,2015_Incidents,2015_Cougar,Cougar,20150817,20150817_Cougar_IR_shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150817/20150817_Cougar_IR_shapefiles.zip,2015_Incidents\2015_Cougar\IR\20150817\20150816_1942_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150819,20150819_Cougar_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150819/20150819_Cougar_IR.zip,2015_Incidents\2015_Cougar\IR\20150819\20150819_0119_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150820,20150820_Cougar_IR_shps.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150820/20150820_Cougar_IR_shps.zip,2015_Incidents\2015_Cougar\IR\20150820\20150819_1959_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150821,20150821_Cougar_IR_log.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150821/20150821_Cougar_IR_log.zip,2015_Incidents\2015_Cougar\IR\20150821\20150821_0159_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150822,20151822_Cougar_IR_shps.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150822/20151822_Cougar_IR_shps.zip,2015_Incidents\2015_Cougar\IR\20150822\20150821_1942_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150825,20150825_Cougar_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150825/20150825_Cougar_IR.zip,2015_Incidents\2015_Cougar\IR\20150825\20150824_2034_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150826,20150826_Cougar_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150826/20150826_Cougar_IR.zip,2015_Incidents\2015_Cougar\IR\20150826\20150825_2109_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150828,20151827_Cougar_IR_shps.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150828/20151827_Cougar_IR_shps.zip,2015_Incidents\2015_Cougar\IR\20150828\20150827_2120_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150831,20150831_Cougar_IR_shps.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150831/20150831_Cougar_IR_shps.zip,2015_Incidents\2015_Cougar\IR\20150831\20150831_0105_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150902,20150902_Cougar_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150902/20150902_Cougar_Shapefiles.zip,2015_Incidents\2015_Cougar\IR\20150902\20150902_0247_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150903,20150903_Cougar_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150903/20150903_Cougar_Shapefiles.zip,2015_Incidents\2015_Cougar\IR\20150903\20150902_1946_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Cougar,Cougar,20150929,20150929_CougarIR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Cougar/IR/20150929/20150929_CougarIR.zip,2015_Incidents\2015_Cougar\IR\20150929\20150928_2056_Cougar_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150815,20150815_0039_Rapid_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150815/20150815_0039_Rapid_IR_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150815\20150815_0039_Rapid_HeatPerimeter.shp,2015-08-15T00:39:00
2015,2015_Incidents,2015_Rapid,Rapid,20150817,20150817_Rapid_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150817/20150817_Rapid_IR_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150817\20150816_1947_Rapid_IR_HeatPerimeter_u11nad83.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150818,20150818_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150818/20150818_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150818\20150817_2147_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150819,20150819_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150819/20150819_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150819\20150819_0112_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150820,20150820_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150820/20150820_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150820\20150819_2005_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150821,20150821_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150821/20150821_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150821\20150821_0156_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150822,20150822_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150822/20150822_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150822\20150821_1945_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150825,20150825_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150825/20150825_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150825\20150824_2038_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150826,20150826_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150826/20150826_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150826\20150825_2112_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150827,20150827_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150827/20150827_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150827\20150826_1910_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150828,20150828_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150828/20150828_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150828\20150827_2125_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150829,20150829_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150829/20150829_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150829\20150828_2121_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150830,20150830_Rapid_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150830/20150830_Rapid_IR_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150830\20150829_2156_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150831,20150831_Rapid_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150831/20150831_Rapid_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150831\20150831_0051_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150901,20150901_Rapid_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150901/20150901_Rapid_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150901\20150831_2101_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150902,20150902_Rapid_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150902/20150902_Rapid_IR_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150902\20150902_0142_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150903,20150903_Rapid_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150903/20150903_Rapid_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150903\20150902_1846_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150904,20150904_Rapid_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150904/20150904_Rapid_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150904\20150903_2023_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150905,20150905_Rapid_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150905/20150905_Rapid_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150905\20150904_1916_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150906,20150906_Rapid_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150906/20150906_Rapid_Shapefiles.zip,2015_Incidents\2015_Rapid\IR\20150906\20150906_0007_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150908,20150908_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150908/20150908_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150908\20150907_2119_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150909,20150909_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150909/20150909_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150909\20150908_2343_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150910,20150910_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150910/20150910_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150910\20150909_2213_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150911,20150911_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150911/20150911_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150911\20150910_2126_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150912,20150912_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150912/20150912_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150912\20150911_2014_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150913,20150913_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150913/20150913_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150913\20150912_1955_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Rapid,Rapid,20150914,20150914_Rapid_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Rapid/IR/20150914/20150914_Rapid_IR.zip,2015_Incidents\2015_Rapid\IR\20150914\20150914_0110_Rapid_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150815,20150815_0029_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150815/20150815_0029_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150815\20150815_0029_TepeeSprings_HeatPerimeter.shp,2015-08-15T00:29:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150816,20150816_0219_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150816/20150816_0219_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150816\20150816_0219_TepeeSprings_HeatPerimeter.shp,2015-08-16T02:19:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150817,20150816_1955_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150817/20150816_1955_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150817\20150816_1955_TepeeSprings_HeatPerimeter.shp,2015-08-16T19:55:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150818,20150817_2153_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150818/20150817_2153_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150818\20150817_2153_TepeeSprings_HeatPerimeter.shp,2015-08-17T21:53:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150819,20150819_0106_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150819/20150819_0106_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150819\20150819_0106_TepeeSprings_HeatPerimeter.shp,2015-08-19T01:06:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150820,20190819_2011_Tepee Springs_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150820/20190819_2011_Tepee%20Springs_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150820\20190819_2011_Tepee Springs_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150821,20150821_0149_Tepee Springs_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150821/20150821_0149_Tepee%20Springs_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150821\20150821_0149_Tepee Springs_HeatPerimeter.shp,2015-08-21T01:49:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150822,20150821_1952_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150822/20150821_1952_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150822\20150821_1952_TepeeSprings_HeatPerimeter.shp,2015-08-21T19:52:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150823,20150822_2355_Tepee Springs_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150823/20150822_2355_Tepee%20Springs_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150823\20150822_2355_Tepee Springs_HeatPerimeter.shp,2015-08-22T23:55:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150824,20150824_0147_TepeeSprings_IR_Shapes.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150824/20150824_0147_TepeeSprings_IR_Shapes.zip,2015_Incidents\2015_Tepee_Springs\IR\20150824\20150824_0147_TepeeSprings_HeatPerimeter.shp,2015-08-24T01:47:00
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150825,20150825_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150825/20150825_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150825\20150824_2043_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150826,20150826_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150826/20150826_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150826\20150825_2127_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150827,20150827_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150827/20150827_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150827\20150826_2017_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150828,20150828_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150828/20150828_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150828\20150827_2133_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150829,20150829_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150829/20150829_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150829\20150828_2126_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150830,20150830_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150830/20150830_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150830\20150829_2159_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150831,20150831_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150831/20150831_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150831\20150830_2108_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150901,20150901_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150901/20150901_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150901\20150831_2105_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150902,20150902_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150902/20150902_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150902\20150901_2201_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150904,20150904_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150904/20150904_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150904\20150903_1939_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150908,20150908_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150908/20150908_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150908\20150907_2125_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150909,20150908_2249_TepeeSprings_shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150909/20150908_2249_TepeeSprings_shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150909\20150908_2249_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150910,20150909_2223_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150910/20150909_2223_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150910\20150909_2223_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150911,20150910_2131_TepeeSprings_shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150911/20150910_2131_TepeeSprings_shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150911\20150910_2131_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150912,20150911_2022_TepeeSprings_shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150912/20150911_2022_TepeeSprings_shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150912\20150911_2022_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150913,20150912_2000_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150913/20150912_2000_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150913\20150912_2000_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150914,20150914_0043_TepeeSprings_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150914/20150914_0043_TepeeSprings_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150914\20150914_0043_TepeeSprings_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150919,20150919_c0815_Tepee_Springs_Aircraft3_shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150919/20150919_c0815_Tepee_Springs_Aircraft3_shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150919\20150919_c0815_Tepee_Springs_Aircraft3_Perimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150921,20150921_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150921/20150921_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150921\20150920_2035_TepeeSprings_IR_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150923,20150923_TepeeSprings_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150923/20150923_TepeeSprings_IR_Shapefiles.zip,2015_Incidents\2015_Tepee_Springs\IR\20150923\20150923_0156_TepeeSprings_IR_HeatPerimeter.shp,
2015,2015_Incidents,2015_Tepee_Springs,Tepee_Springs,20150926,20150926_TepeeSprings_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2015_Incidents/2015_Tepee_Springs/IR/20150926/20150926_TepeeSprings_IR.zip,2015_Incidents\2015_Tepee_Springs\IR\20150926\20150925_2112_TeepeeSprings_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160816,20160816_Berry_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160816/20160816_Berry_IR.zip,2016_Incidents\Berry_WY-GTP\IR\20160816\20160816_0217_Berry_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160818,20160818_Berry_IR.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160818/20160818_Berry_IR.zip,2016_Incidents\Berry_WY-GTP\IR\20160818\20160818_0205_Berry_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160822,20160822_Berry_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160822/20160822_Berry_IR_Shapefiles.zip,2016_Incidents\Berry_WY-GTP\IR\20160822\20160822_0221_Berry_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160823,20160823_Berry_IR_shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160823/20160823_Berry_IR_shapefiles.zip,2016_Incidents\Berry_WY-GTP\IR\20160823\20160822_2009_Berry_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160825,20160825_Berry_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160825/20160825_Berry_IR_Shapefiles.zip,2016_Incidents\Berry_WY-GTP\IR\20160825\20160824_2112_Berry_IR_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160827,20160827_Berry_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160827/20160827_Berry_IR_Shapefiles.zip,2016_Incidents\Berry_WY-GTP\IR\20160827\20160827_0117_Berry_IR_HeatPerimeter.shp,
2016,2016_Incidents,Berry_WY-GTP,WY-GTP,20160828,20160828_Berry_IR_Shapefiles.zip,https://ftp.wildfire.gov/public/incident_specific_data/great_basin/2016_Incidents/Berry_WY-GTP/IR/20160828/20160828_Berry_IR_Shapefiles.zip,2016_Incidents\Berry_WY-GTP\IR\20160828\20160827_2043_Berry_IR_HeatPerimeter.shp,
